기간_일자+요일,노출수,클릭수,CTR,CR,객단가,결제고객수,CPM,CPC,CPUV,UV,광고비,거래액,ROAS,순결제비중,거래액(총),ROAS(총),UV/클릭,CR(총),객단가(총),결제고객수(총),가입률,가입수,가입CPA,첫구매율,첫구매수,첫구매CPA,첫구매거래액,첫구매비중,신규고객수,신규거래액,신규비중,윈백고객수,윈백거래액,date
25-05-29 (목),7855375,221761,0.028230479130531644,0.012937558312312105,130560.69123931623,1872,2859.97719395955,101.30813510941961,155.26585818445696,144695,22466193.35,244409614,10.878995395096606,0.6599186732449798,370363234,16.485357720826343,0.6524817258219434,0.016780123708490274,152538.39950576605,2428,0.006095580358685511,882,25471.87454648526,0.0019489270534572723,282,79667.35230496454,34996865,0.1431893959785068,236,31831288,0.13023746275381787,876,133733431,2025-05-29
25-05-30 (금),7440075,214806,0.02887148315037147,0.014848742030286664,148551.81766650922,2117,3675.894187894611,127.31920174483021,191.82672808635698,142571,27348928.45,314484198,11.498958673095656,0.7126568242748921,441284202,16.13533790937246,0.6637198216064728,0.019204466546492625,161170.27100073046,2738,0.0052815790027424935,753,36319.958100929616,0.001991989955881631,284,96299.04383802817,35537974,0.1130040053713605,250,36962461,0.11753360338950958,898,163202777,2025-05-30
25-05-31 (토),5391842,193807,0.03594448798759311,0.015423282534109949,150398.85825142267,1933,4634.719325046987,128.94103058713048,199.39100227399663,125330,24989674.314999998,290720993,11.633644734037023,0.7607074752125329,382171863,15.293191026927557,0.6466742687312635,0.01862283571371579,163741.15809768636,2334,0.005593233862602728,701,35648.608152639084,0.002058565387377324,258,96859.20277131782,30148671,0.1037031095996566,228,35252319,0.12125825051787711,899,153289178,2025-05-31
25-06-01 (일),6003837,206011,0.03431322336032774,0.025068398109724967,153759.1592689295,3830,6033.360924855222,175.83194856099917,237.09151310363785,152782,36223315.555,588897580,16.25741793585521,0.8453063707253695,696667623,19.232574719512034,0.7416205930751271,0.027823958319697348,163883.23288637967,4251,0.012062939351494287,1843,19654.53909658166,0.0029061015041038866,444,81584.0440427928,58273670,0.09895382827010428,350,51435899,0.08734269038769016,1591,291743394,2025-06-01
25-06-02 (월),7458766,202572,0.027158916099526382,0.011095558362636988,127702.08061538462,1625,2669.865027941619,98.3052864907292,135.97281414086237,146455,19913898.494999997,207515881,10.420655757189046,0.6236948298483332,332720220,16.707939938708623,0.7229775092312857,0.015916151718958042,142737.11711711713,2331,0.005872110887303267,860,23155.6959244186,0.0016728687992898842,245,81281.21834693877,30718998,0.14803203423259928,199,29740376,0.1433161445605216,795,116133229,2025-06-02
25-06-03 (화),8003146,228262,0.028521533906791154,0.01649314097896042,149793.9534606205,2514,2874.42012803465,100.780699152728,150.92079454427366,152427,23004403.95,376581999,16.369995928540458,0.8369970277005961,449920354,19.558009630586408,0.6677721215094935,0.0179692574150249,164264.4592917123,2739,0.005418987449730035,826,27850.367978208233,0.0020600024929966474,314,73262.43296178343,38120588,0.10122785502553987,270,40724563,0.10814261730019654,1428,249061361,2025-06-03
25-06-04 (수),10316226,239716,0.02323679221451721,0.013088319088319087,139258.69264257728,2297,2547.671233646878,109.63954104023094,149.7569927065527,175500,26282352.22,319877217,12.170798653119945,0.6427386463966283,497678518,18.935843863369396,0.7321163376662384,0.01766951566951567,160489.68655272492,3101,0.004398860398860399,772,34044.49769430052,0.0015726495726495727,276,95225.91384057971,34078269,0.10653546795112952,221,30664271,0.09586262906620198,1239,203848228,2025-06-04
25-06-05 (목),8531718,213524,0.025027081298280136,0.012221259519357928,143551.6407249467,1876,2923.926506947369,116.83050340945279,162.51224021680355,153503,24946116.409999996,269302878,10.795382879398662,0.6797266462946043,396192910,15.881947453800086,0.7189027931286412,0.016735829267180445,154220.67341377967,2569,0.0044754825638586865,687,36311.66871906841,0.0015113711132681445,232,107526.36383620687,29914318,0.11108057300449645,205,24809517,0.0921249605063634,913,120174770,2025-06-05
25-06-06 (금),6385289,197032,0.030857178116761825,0.016639382690430627,142800.27759815243,2165,3355.1790882135483,108.73253139084007,164.65524678548647,130113,21423788.125,309162601,14.430809303945168,0.8908676281226725,347035397,16.19860105856046,0.6603648138373462,0.01769999923143729,150688.40512375164,2303,0.005387624603229501,701,30561.751961483595,0.0015909248115099951,207,103496.56099033817,28398726,0.09185692547592456,200,27867201,0.09013768453837015,1090,166035744,2025-06-06
25-06-07 (토),5676709,189118,0.03331472513387598,0.012840299267499706,135231.8663819402,1639,3070.1295847646943,92.15533288740363,136.53674053037722,127645,17428232.245,221645029,12.717585230916802,0.6920598308805764,320268594,18.376424498926568,0.6749489736566588,0.015926984997453875,157534.96999508116,2033,0.006032355360570332,770,22634.067850649353,0.0019350542520271065,247,70559.6447165992,29148107,0.13150805651499634,217,25403745,0.11461454883339613,815,123239630,2025-06-07
25-06-08 (일),6543414,209625,0.03203602889867583,0.015723464510776025,147834.3004797209,2293,3333.9370013879607,104.06836040548599,149.5911765512607,145833,21815330.05,338984051,15.538800019209427,0.8574391674441569,395344724,18.122335215368423,0.6956851520572451,0.017698326167602668,153175.01898488958,2581,0.005712013056029842,833,26188.871608643458,0.0016868609985394253,246,88680.20345528456,35609883,0.10504884490863554,237,34071230,0.10050983195076632,1348,220345676,2025-06-08
25-06-09 (월),7737696,205774,0.026593704379184707,0.010283431483968729,133054.01607501676,1493,2282.0467009817908,85.81153901853489,121.6226444191893,145185,17657783.63,198649646,11.249976223658145,0.599355208504855,331438925,18.77013174161315,0.7055556095522272,0.015779867066156972,144669.9803579223,2291,0.005344904776664256,776,22754.87581185567,0.001673726624651307,243,72665.77625514402,31559679,0.15887105582861194,195,28323235,0.14257883449739447,694,109963562,2025-06-09
25-06-10 (화),7752929,201996,0.026054153210999353,0.007936280137772676,129642.14195298373,1106,2198.4387906815605,84.37959095724668,122.30439046354765,139360,17044339.855,143384209,8.412423726574419,0.4840108250781946,296241740,17.380652024085094,0.6899146517752827,0.014394374282433984,147677.83649052843,2006,0.005058840413318025,705,24176.368588652484,0.001413605051664753,197,86519.4916497462,26080236,0.1818905734591736,174,25091729,0.1749964600355678,524,72540327,2025-06-10
25-06-11 (수),7639630,209195,0.027382870636405165,0.010097127363832926,151387.13868116928,1471,2431.331782429254,88.79024462821769,127.49751329924152,145685,18574475.225,222690481,11.989059087939857,0.6035618604931826,368960492,19.863844740195074,0.6964076579268147,0.015883584445893537,159447.05790838375,2314,0.005196142361945293,757,24536.95538309115,0.0013659608058482341,199,93339.07148241207,22738431,0.10210778160742308,193,24585890,0.11040386589312724,797,139270446,2025-06-11
25-06-12 (목),7204121,202170,0.028063104437029862,0.013094586418508167,126136.33058305831,1818,2441.900479600495,87.0146239550873,126.70882570082686,138836,17591746.525,229315849,13.035422530339126,0.6359072592947832,360612095,20.498936503406675,0.6867289904535787,0.017949235068714167,144707.9032905297,2492,0.0054812872741940135,761,23116.61829829172,0.002095998156097842,291,60452.73719931271,34576448,0.1507808908576572,259,33018309,0.14398616207290582,872,133839467,2025-06-12
25-06-13 (금),6888637,196154,0.028475008916858297,0.012343378478097211,120158.11171497585,1656,2423.9715679603964,85.12627950487882,124.4613578461699,134161,16697860.23,198981833,11.916606694461473,0.5978983462764252,332802113,19.930823974803385,0.6839575027784291,0.01683052451904801,147388.00398582817,2258,0.004941823629817905,663,25185.30954751131,0.0015578297716922205,209,79894.0680861244,19279602,0.09689126745555711,209,22817606,0.11467180523962708,843,123349335,2025-06-13
25-06-14 (토),5159548,179294,0.03474994321207982,0.013320267734059692,130369.3397755611,1604,2923.5242602646586,84.13033202449608,125.26419430649902,120418,15084063.75,209112421,13.863135589041779,0.7107398284641755,294217958,19.50521841304204,0.6716231441096746,0.01596106894318125,153079.0624349636,1922,0.005929346111046521,714,21126.139705882353,0.0018020561710043348,217,69511.81451612903,26093264,0.12478103345185794,209,26981037,0.12902646753824346,854,122902550,2025-06-14
25-06-15 (일),5963415,190910,0.032013535868290234,0.017288992153457406,144437.62850678733,2210,3176.8773597007757,99.23544130742235,148.2084231031003,127827,18945038.1,319207159,16.849116761607355,0.8704533189218002,366713702,19.356714938461906,0.6695668115866115,0.018556330039819442,154601.05480607084,2372,0.006571381632988336,840,22553.616785714286,0.002315629718291128,296,64003.5070945946,39245642,0.12294724881154687,249,34363126,0.10765148910710991,1219,189945331,2025-06-15
25-06-16 (월),8389095,210133,0.02504835146103364,0.013196287850959573,146608.7794117647,1904,2506.887587397687,100.08193917661671,145.75880821025345,144283,21030518.125,279143116,13.273240076199977,0.6822771970579403,409134465,19.45432169422597,0.6866270409692908,0.01840133626276138,154099.61016949153,2655,0.0058218916989527525,840,25036.331101190477,0.0018228065676483022,263,79963.947243346,31630161,0.11331162829034265,252,28576320,0.10237157344048563,970,159851025,2025-06-16
25-06-17 (화),8759168,215968,0.024656223056801742,0.013184605258599786,133908.37834997373,1903,2278.274597541684,92.4016055619351,138.2602275955243,144335,19955789.95,254827644,12.769609453621253,0.6056330943778971,420762416,21.08472864538244,0.6683166024596237,0.0191429660165587,152284.62395946434,2763,0.006290920428170576,908,21977.742235682817,0.001842934839089618,266,75021.76672932331,31980566,0.12549880969742827,232,29642644,0.11632428701495195,931,142904219,2025-06-17
25-06-18 (수),24475099,299553,0.012239092475172419,0.01475371340924193,134442.40501185236,2953,1038.6904720998268,84.8666250546648,127.01309565682254,200153,25422052.135,397008422,15.616694509622835,0.7121058208845616,557513238,21.930300317197425,0.6681722433091973,0.019080403491329133,145984.08955223882,3819,0.0061103256009153,1223,20786.632980376125,0.0020634214825658373,413,61554.60565375303,43849559,0.11044994657569254,360,46832971,0.11796467884502461,1480,222792757,2025-06-18
25-06-19 (목),7436526,217867,0.029296878676952114,0.012268665898831793,131936.1055393586,1715,2395.0199992577177,81.75000571449554,127.41262417106026,139787,17810628.495,226270421,12.704235623325767,0.6472830808804808,349569497,19.62701636823962,0.6416162153974673,0.01720474722256004,145351.1422037422,2405,0.006202293489380272,867,20542.82410034602,0.0018957413779536008,265,67209.9188490566,30332998,0.13405639970944325,239,32159530,0.1421287407247985,842,126488274,2025-06-19
25-06-20 (금),6661871,207968,0.03121765642114655,0.011973545812140685,139971.82129963898,1662,2823.204761094894,90.43615327838899,135.49721139576098,138806,18807825.925,232633167,12.368955770202875,0.6384082853690918,364395595,19.374679266657452,0.6674392214186798,0.016771609296428108,156527.31743986256,2328,0.005331181649208248,740,25415.98097972973,0.0016353759923922596,227,82853.85870044053,25913997,0.11139424929894025,228,27225886,0.11703355265760536,850,135465603,2025-06-20
25-06-21 (토),5075759,191841,0.037795529693194656,0.014644284057223868,139110.0522552255,1818,3282.14631053208,86.8395372991175,134.19403011824977,124144,16659383.675,252902075,15.180758180119168,0.7321942113895439,345402997,20.733239820770258,0.6471192289448032,0.017858293594535377,155797.47271087056,2217,0.006887163294238948,855,19484.65926900585,0.00225544528934141,280,59497.798839285715,33274483,0.13157062076299691,249,30166291,0.11928051994037613,925,151238026,2025-06-21
25-06-22 (일),5705779,208954,0.036621467463075597,0.01894124423123191,146726.8583525789,2598,3817.7408772754784,104.2487137121089,158.81471938087358,137161,21783185.725,381196378,17.499569751292654,0.8760278872752821,435141830,19.97604186519876,0.6564172018721824,0.020494163792914896,154799.6549270722,2811,0.007079271804667508,971,22433.764907312052,0.0028433738453350443,390,55854.32237179488,49543045,0.12996725010855167,325,45903471,0.12041948362898663,1347,229638740,2025-06-22
25-06-23 (월),6569484,209399,0.03187449729689577,0.010151231114634816,144116.89635036496,1370,2589.2080641341086,81.23133801976131,126.03650701324105,134959,17009760.95,197440148,11.607461655714804,0.6079545247400356,324761376,19.092647859933624,0.6445064207565461,0.015960402788995177,150771.29805013927,2154,0.006201883534999519,837,20322.295041816007,0.0019191013567083335,259,65674.7527027027,29503545,0.14943032255020391,252,34325027,0.17385029006359942,624,110389739,2025-06-23
25-06-24 (화),6649741,207745,0.03124106638138237,0.009070059155786802,125877.84369885434,1222,2357.7158381055747,75.46848143156274,116.36841121807481,134729,15678199.675,153822725,9.811249262584736,0.5237535333627117,293692959,18.73256911431701,0.6485306505571734,0.014458654038848355,150766.40605749487,1948,0.005425706418068864,731,21447.605574555404,0.0015141506282982877,204,76853.9199754902,23214436,0.15091681674473,182,18559055,0.12065223132667816,631,81420634,2025-06-24
25-06-25 (수),6504533,210817,0.03241078183476047,0.010224418578805818,142409.18260869564,1380,2889.6867346203026,89.1581927690841,139.2600093723837,134971,18796062.725,196524672,10.455629717526387,0.595617344944294,329951224,17.554273404352028,0.6402282548371336,0.015410717857910218,158630.39615384614,2080,0.004867712323387987,657,28608.923477929988,0.0015929347785820658,215,87423.54755813954,29848381,0.15188108798878952,195,27005794,0.13741681248041976,728,113573365,2025-06-25
25-06-26 (목),6496905,211202,0.03250809423871828,0.010668788578756673,126407.29398986242,1381,2536.4862269034256,78.02629733619948,127.30939525505435,129443,16479310.05,174568473,10.59319064149776,0.6275968922519202,278153820,16.87897243003811,0.61288718856829,0.015342660476039646,140057.31117824774,1986,0.005307355361046947,687,23987.350873362448,0.0018463725346291417,239,68951.0880753138,27872510,0.15966519911072374,205,27101898,0.1552508166809708,687,100413950,2025-06-26
25-06-27 (금),6187930,217813,0.03519965481186762,0.012130837587445643,128230.56172069826,1604,2728.093055351305,77.50340365359276,127.67062854982038,132225,16881248.86,205681821,12.184040571036283,0.6495097517398531,316672414,18.75882623532392,0.6070574299972913,0.01647948572508981,145329.24001835706,2179,0.004636037058044999,613,27538.742022838498,0.0015806390622045755,209,80771.52564593301,23797614,0.11570110515503458,195,22965026,0.11165316355303953,874,119910057,2025-06-27
25-06-28 (토),4585277,201326,0.043907052943584435,0.01424913266149017,139720.76985507246,1725,3538.3254163270835,80.58672079115465,134.01786015199076,121060,16224202.15,241018328,14.855481075228097,0.7533006844513372,319949700,19.720519816131606,0.6013132928682833,0.01682636709069883,157069.07216494845,2037,0.005534445729390385,670,24215.227089552238,0.0019824880224681976,240,67600.84229166668,27393940,0.11365915707456074,214,26310998,0.10916596351128949,950,143216759,2025-06-28
25-06-29 (일),5007224,221273,0.044190753199776965,0.01766404521995576,133170.82695652175,2300,3954.493357996367,89.48689650341434,152.07233080916689,130208,19801034.05,306292902,15.468530644741758,0.8685708331930582,352640096,17.80917577887807,0.5884495623053875,0.018823728188744164,143876.00815993472,2451,0.006382096338166626,831,23827.959145607703,0.0022041656426640454,287,68993.15000000001,36604274,0.11950741842525622,258,32653250,0.1066079226347857,1258,180564628,2025-06-29
25-06-30 (월),6510803,242424,0.037234116897715996,0.011142910239732393,134288.56704469645,1499,2679.847735371505,71.97290975728475,129.70050678312583,134525,17447960.675,201298562,11.537082513512715,0.6236415565519152,322779263,18.499540949933966,0.5549161799161799,0.01604162795019513,149573.33781278963,2158,0.005106857461438395,687,25397.32267103348,0.0015982159449916373,215,81153.30546511628,25511811,0.126736181056276,222,29803110,0.14805426180838788,771,113662389,2025-06-30
25-07-01 (화),6507815,203019,0.03119618489462285,0.011597652380881984,144179.22370936902,1569,2908.0249323313583,93.2173258414237,139.8880022692666,135286,18924888.275,226217202,11.953423381570797,0.6320087891824349,357933633,18.913381563939513,0.6663711278254745,0.016757092382064662,157888.6779885311,2267,0.0060094910042428635,813,23277.845356703565,0.002040122407344441,276,68568.4357789855,31174393,0.1378073494163366,268,41850326,0.18500063492076965,798,115808804,2025-07-01
25-07-02 (수),6156062,203733,0.03309469592736396,0.013681683088590545,128918.50240770465,1869,2900.8937125714456,87.65433950317328,130.72691938860666,136606,17858081.55,240948681,13.492416882820203,0.6784705160639157,355135080,19.88651910932728,0.6705148405020296,0.018059236051125135,143954.2278070531,2467,0.006002664597455456,820,21778.148231707317,0.002379104870942711,325,54947.94323076923,36464156,0.151335777596558,312,43045191,0.17864879285228377,963,139183371,2025-07-02
25-07-03 (목),5867525,195560,0.03332921461774769,0.012151785300434158,125241.26573426573,1573,2727.3741569060207,81.83133590713848,123.62634650742395,129446,16002936.05,197004511,12.310522918074149,0.6364211758023556,309550528,19.343358433279498,0.6619247289834322,0.016810098419418135,142256.67647058822,2176,0.00505229980068909,654,24469.32117737003,0.00173817653693432,225,71124.16022222223,23537537,0.11947714740400031,214,23279127,0.11816545155151295,759,104422862,2025-07-03
25-07-04 (금),5897131,195825,0.033206825488529934,0.01214407251810694,142663.93428394297,1613,2883.3531169648427,86.83013430358739,128.01727914050383,132822,17003511.05,230116926,13.533494660210192,0.6604578361652526,348420313,20.491080458350392,0.6782688625047875,0.01627742392073602,161156.48149861238,2162,0.004509795064070711,599,28386.49590984975,0.0014756591528511842,196,86752.60739795919,24507134,0.10649861540389254,202,24628702,0.10702690335781732,888,149586631,2025-07-04
25-07-05 (토),4794032,189101,0.03944508505575265,0.01426132205870396,134363.50969213227,1754,3593.1205611476935,91.09171791793803,140.0563862915684,122990,17225534.95,235673596,13.681641625881698,0.7689532509431002,306486247,17.792553200212804,0.650393176133389,0.01683063663712497,148060.98888888888,2070,0.0056508659240588665,695,24784.94237410072,0.0018619399951215546,229,75220.67663755458,23768799,0.1008547389415656,229,31515890,0.133726860093398,1035,146419287,2025-07-05
25-07-06 (일),5376149,196561,0.03656167267685475,0.01765244066519563,139768.73911149826,2296,3824.324585311903,104.59927857001135,158.07344518594263,130067,20560138.795,320909025,15.608310245358924,0.8774242860187332,365739848,17.788783025576844,0.6617131577474678,0.018798004105576357,149586.8498977505,2445,0.00570475216619127,742,27709.081933962265,0.0018605795474639993,242,84959.25121900828,28613565,0.08916410188214557,222,30853071,0.09614273391033487,1341,205490201,2025-07-06
25-07-07 (월),6823888,202783,0.02971663661537235,0.01112246560329379,122760.22569906792,1502,2389.4817477953916,80.40888942860101,120.74433009730305,135042,16305555.825,184385859,11.308161523527826,0.6060029438226106,304265616,18.660241899481523,0.6659433976220887,0.01632084832866812,138051.5499092559,2204,0.005650094044815687,763,21370.322182175623,0.0019105167281290266,258,63199.828779069765,30238042,0.1639932810682624,236,28276579,0.15335546420617863,706,91650300,2025-07-07
25-07-08 (화),8170012,231936,0.02838869759310023,0.013240319780105161,130623.19740500464,2158,2637.338274411348,92.90099574882727,132.20125132679294,162987,21547085.35,281884860,13.082273329371667,0.6479076635791254,435069495,20.191570596809278,0.7027240273178808,0.017946216569419648,148741.70769230768,2925,0.006061833152337303,988,21808.790840080972,0.0019081276420818839,311,69283.23263665596,31615232,0.11215654505176334,281,31581525,0.11203696785985597,1113,171340482,2025-07-08
25-07-09 (수),8735591,238675,0.027322135388435653,0.014211648771878218,132031.5157395429,2319,2544.2614174587616,93.12088463391642,136.2064711722312,163176,22225627.14,306181085,13.776038042542272,0.6943303807585419,440973193,19.840753658931398,0.6836744527076568,0.018317644751679168,147532.0150552024,2989,0.00443692699906849,724,30698.38002762431,0.001850762367014757,302,73594.79185430464,30118827,0.09836932611300923,292,35284499,0.11524062304501925,1319,196366901,2025-07-09
25-07-10 (목),8005337,233852,0.029212011936536837,0.013267876831724638,130844.47539461467,2154,2595.9617221611034,88.86624200348939,128.00697533677862,162347,20781548.425,281839000,13.56198268945881,0.6804957327594343,414167182,19.929563164877596,0.6942296837315909,0.017154613266644903,148713.5303411131,2785,0.0037820224580682117,614,33846.170073289904,0.001927969103217183,313,66394.72340255592,30152705,0.10698556622752706,293,29840458,0.10587767484272936,1217,177433290,2025-07-10
25-07-11 (금),6279942,196549,0.03129790052201119,0.012591474915126367,129121.17615338526,1669,2988.23116519229,95.47704847137355,141.57614786872878,132550,18765918.4,215503243,11.483756798175143,0.6426828463560107,335318181,17.86846632563424,0.6743865397432701,0.017314221048660882,146108.13986928103,2295,0.003960769520935496,525,35744.60647619047,0.002059600150886458,273,68739.62783882783,28204537,0.13087755250161132,220,21250901,0.0986105856420917,739,103196913,2025-07-11
25-07-12 (토),5017203,191773,0.03822308963779221,0.01383922389567229,128387.4602707475,1699,3883.9707153567433,101.61320689043816,158.72888907442552,122767,19486669.525,218130295,11.193821228412299,0.7256794546874092,300587668,15.425297155800154,0.640168324008072,0.016633134311337738,147202.57982370225,2042,0.00400759161663965,492,39607.0518800813,0.00189790415991268,233,83633.77478540772,25306066,0.1160135321872645,210,25240440,0.11571267530720572,797,103901529,2025-07-12
25-07-13 (일),6560894,200391,0.030543246088109335,0.01780406289947481,128410.97361591696,2312,3190.031510949575,104.44310672635,161.17188467402858,129858,20929458.6,296886171,14.185086039444899,0.8912496503731037,333112244,15.915951308936389,0.6480231148105454,0.0187743535246192,136633.40607054962,2438,0.004389409970891281,570,36718.34842105264,0.002179303546951285,283,73955.68409893994,30211733,0.10176200830856483,262,29935691,0.1008322176111059,1173,169635613,2025-07-13
25-07-14 (월),6463247,193755,0.029977966183251235,0.009340046892416498,118689.81893004115,1215,2255.23408203338,75.22972266522154,112.05085071299534,130085,14576134.915,144208130,9.893440945829775,0.5154145068609026,279790592,19.195115415134726,0.6713891254419241,0.015505246569550678,138716.20823004463,2017,0.0037513933197524697,488,29869.128924180324,0.0018295729715186225,238,61244.26434873949,25145662,0.1743706266768732,230,22598136,0.15670500685363578,587,74166334,2025-07-14
25-07-15 (화),6256110,191392,0.03059281246653272,0.011039521325065116,124135.62016070125,1369,2333.4691205877134,76.2750768057181,117.720806554363,124009,14598439.5,169941664,11.641084240545025,0.602110514513561,282243309,19.333799958550365,0.6479319929777629,0.01655525002217581,137478.4749147589,2053,0.003725536049802837,462,31598.353896103898,0.0014918272060898807,185,78910.48378378378,23002450,0.13535497687018058,191,22837598,0.1343849263474318,672,94145392,2025-07-15
25-07-16 (수),6461719,202802,0.031385146893574294,0.012046815708864811,127355.85199240987,1581,2587.2550609210953,82.43565243439413,127.38776257638793,131238,16718115.184999999,201349602,12.043797986309903,0.6540872675244269,307832933,18.413136265276904,0.6471237956233173,0.016184336853655192,144930.75941619586,2124,0.0035279416022798273,463,36108.24014038876,0.0017601609289992228,231,72372.793008658,32779513,0.16279899574869783,217,32092709,0.15938799322781874,836,118997022,2025-07-16
25-07-17 (목),6413243,192689,0.030045485567910025,0.011025684015552522,119019.40984793627,1381,2301.0318734219177,76.58494545614954,117.81814850742097,125253,14757076.555,164365805,11.13810071984139,0.6202096664798054,265016516,17.958605487494538,0.6500267270056931,0.015496634811142248,136536.07212776918,1941,0.0034170838223435765,428,34479.150829439255,0.001836283362474352,230,64161.20241304348,26999293,0.1642634427519763,222,30622892,0.18630938472877615,647,85753048,2025-07-17
25-07-18 (금),5937902,181127,0.030503534750152494,0.010335702278514722,137365.41062801934,1242,2411.8222016799873,79.06697441574144,119.17816915766522,120166,14321163.875,170607840,11.912987065096342,0.6356866435850486,268383553,18.740345082462788,0.6634350483362502,0.014812842234908377,150777.27696629215,1780,0.0032538321987916714,391,36627.01758312021,0.0016477206530965498,198,72329.11047979798,24178429,0.1417193313038838,164,22851489,0.13394161135854016,652,98524257,2025-07-18
25-07-19 (토),4833584,178144,0.036855467909526346,0.012956614051269556,134736.79919408998,1489,3037.4299225998766,82.41463464949705,127.75336902420773,114922,14681672.675,200623094,13.664866288813375,0.7500889646678177,267465732,18.217660747568736,0.6451073289024609,0.015184211900245383,153275.49111747852,1745,0.003689458937366214,424,34626.58649764151,0.0018621325768782304,214,68605.94707943925,32185937,0.16042987055119387,205,25853817,0.12886760185245671,818,115654725,2025-07-19
25-07-20 (일),5468848,185045,0.03383619365540969,0.015630079775927175,142921.0352,1875,3477.475128217131,102.77382744737766,158.53304740707395,119961,19017782.9,267976941,14.090861295929507,0.8722811326672786,307213960,16.154036546499857,0.6482801480720906,0.016705429264510966,153300.37924151696,2004,0.0036095064229207828,433,43920.976674364894,0.002033994381507323,244,77941.73319672131,26438561,0.09865983581027593,232,27386394,0.10219683043549631,1048,166262507,2025-07-20
25-07-21 (월),6907110,191730,0.02775835334894044,0.010971176317839523,155550.125,1352,2583.1275960568164,93.05766677098002,144.78338783757465,123232,17841946.45,210303769,11.787041822446453,0.6422834630276273,327431393,18.351775346797996,0.6427371824962187,0.01571020514152168,169127.78564049586,1936,0.003708452350038951,457,39041.45831509847,0.001874513113477019,231,77237.86341991341,26578238,0.12638022669008847,200,28062226,0.13343662899355835,634,118161335,2025-07-21
25-07-22 (화),6735679,194243,0.02883792413504266,0.011490019296826833,130560.78466898955,1435,2519.0391525486884,87.35161174405253,135.85798111953622,124891,16967439.119999997,187354726,11.0420155142422,0.6173564964085323,303478990,17.885963099892948,0.6429626807658448,0.01640630629909281,148110.78086871645,2049,0.003643176850213386,455,37291.07498901098,0.0018416058803276457,230,73771.47443478259,24476519,0.13064265589969692,205,27595807,0.14729175820203222,712,96379786,2025-07-22
25-07-23 (수),7077414,203456,0.028747223208929137,0.012126022617429094,132081.42644199613,1543,2467.901171247012,85.84833231755269,137.26341917687648,127247,17466358.3,203801641,11.668238879537927,0.6812196803904107,299171687,17.128452414720016,0.6254276108839257,0.016519053494384938,142327.15842055186,2102,0.003277091011968848,417,41885.751318944844,0.0017996495005776169,229,76272.30698689957,26314635,0.1291188572912423,204,26435147,0.12971017735818918,819,116575253,2025-07-23
25-07-24 (목),6498629,196162,0.0301851359725259,0.011600054475393945,124497.12638121546,1448,2421.3847797743188,80.21778606457927,126.05991772613297,124827,15735681.35,180271839,11.45624615739947,0.630001766167663,286144974,18.184466731083113,0.6363464891263344,0.0163185849215314,140473.7231222386,2037,0.0037011223533370183,462,34059.91634199134,0.0016022174689770642,200,78678.40675,21365371,0.11851751842393975,181,23129310,0.1283024022404298,795,106806646,2025-07-24
25-07-25 (금),6414126,202745,0.03160913895361581,0.011544080664862405,128274.47164591978,1446,2474.4340772226797,78.28223606007546,126.70811638285473,125259,15871331.95,185484886,11.686787635992959,0.6891442447577625,269152485,16.958405623921188,0.6178154825026511,0.01555177671863898,138168.62679671458,1948,0.004031646428599941,505,31428.3800990099,0.0017882946534779937,224,70854.16049107142,26293236,0.14175406183768524,223,29972849,0.16159186684353355,802,114812700,2025-07-25
25-07-26 (토),5286245,189557,0.03585853474441688,0.012982614585685255,126974.54983277593,1495,2751.572765734468,76.73411045226501,126.31335233687062,115154,14545487.775,189826952,13.05057313555784,0.7516030856852798,252562763,17.3636502884483,0.6074900953275268,0.015492297271479931,141571.05549327354,1784,0.0045504281223405175,524,27758.56445610687,0.001988641297740417,229,63517.41386462882,24399431,0.12853512498056652,205,24440406,0.12875097947102895,828,114937260,2025-07-26
25-07-27 (일),6018931,200287,0.03327617478917768,0.0159436229581653,136127.55390904445,1957,3298.851394043228,99.13553510712129,161.7626699254552,122745,19855558.92,266401623,13.416979299014363,0.8657040455952624,307728287,15.498344228931934,0.6128455666119119,0.01694570043586297,147946.2918269231,2080,0.003959428082610289,486,40855.059506172845,0.002069330726302497,254,78171.49181102363,37538254,0.1409085033990202,235,33059891,0.12409793389284268,1110,157511853,2025-07-27
25-07-28 (월),7382586,206908,0.0280264936974659,0.010709876543209877,119308.89985590779,1388,2112.5988346089025,75.37863485220484,120.34292114197531,129600,15596442.58,165600753,10.617854177359463,0.6447707901658137,256836624,16.46764143057551,0.6263653411177915,0.01476851851851852,134188.41379310345,1914,0.0036805555555555554,477,32696.94461215933,0.0015200617283950618,197,79169.7592893401,20779547,0.12547978571087778,196,18658209,0.11266983188174272,706,90029603,2025-07-28
25-07-29 (화),7055139,238014,0.033736259484044184,0.012086884970881232,126298.23992068738,1513,2255.2880836224485,66.85056725654793,127.11097817490433,125177,15911370.915,191089237,12.009602316533014,0.6913499632444128,276400155,17.371234476058344,0.5259228448746712,0.016904063845594636,130623.89177693761,2116,0.004513608730038266,565,28161.718433628317,0.0017974548039975395,225,70717.20406666666,26431295,0.13831911945935502,190,25107975,0.13139397798736305,748,104379820,2025-07-29
