date,txn_type,category,brand,ad_거래액,ad_주문고객수,ep_거래액,ep_주문고객수
2025-04-07,정상,남성,DM,1000636.3636363636,2.0,3551109.0909090918,9.0
2025-04-07,정상,남성,HZ,1217654.5454545454,5.0,3035490.9090909087,14.0
2025-04-07,정상,남성,IE,415727.2727272727,7.0,733545.4545454544,7.0
2025-04-07,정상,남성,JN,-1691818.1818181816,0.0,867272.7272727272,2.0
2025-04-07,정상,남성,MA,0.0,0.0,202909.09090909088,1.0
2025-04-07,정상,남성,TN,365727.2727272727,3.0,1014118.1818181818,6.0
2025-04-07,정상,남성,UR,-549172.7272727273,-2.0,-528709.0909090908,-2.0
2025-04-07,정상,뷰티,CA,161272.72727272724,5.0,30000.0,1.0
2025-04-07,정상,뷰티,CB,470909.0909090909,1.0,0.0,0.0
2025-04-07,정상,슈즈,CH,0.0,0.0,159272.72727272726,1.0
2025-04-07,정상,슈즈,FF,814090.909090909,6.0,2046909.0909090908,15.0
2025-04-07,정상,슈즈,KN,858181.8181818181,4.0,325454.5454545454,2.0
2025-04-07,정상,스포츠,RX,-117090.90909090907,2.0,81818.18181818182,0.0
2025-04-07,정상,여성,CW,0.0,0.0,336363.63636363635,1.0
2025-04-07,정상,여성,DL,0.0,0.0,240454.54545454544,2.0
2025-04-07,정상,여성,HS,2115272.727272727,6.0,4675772.727272728,19.0
2025-04-07,정상,여성,JS,480909.0909090909,0.0,653636.3636363635,1.0
2025-04-07,정상,여성,VA,0.0,0.0,-1022545.4545454544,-2.0
2025-04-07,정상,잡화,AA,699272.7272727272,4.0,1047454.5454545454,3.0
2025-04-07,정상,잡화,DB,575363.6363636364,4.0,439454.5454545454,4.0
2025-04-07,정상,잡화,DC,445181.8181818181,3.0,-127618.18181818177,-2.0
2025-04-07,정상,잡화,HI,662272.7272727272,5.0,1462454.5454545452,14.0
2025-04-07,정상,잡화,HJ,269636.36363636365,3.0,624818.1818181818,8.0
2025-04-07,정상,잡화,JA,490818.18181818177,3.0,789272.7272727272,7.0
2025-04-07,정상,잡화,JL,488890.90909090906,4.0,369363.6363636364,6.0
2025-04-08,이월,골프,DD,20690.90909090909,1.0,-79645.45454545454,1.0
2025-04-08,이월,골프,DG,903181.818181818,4.0,1366045.4545454544,12.0
2025-04-08,이월,골프,HG,757181.8181818181,4.0,921354.5454545454,6.0
2025-04-08,이월,남성,AR,0.0,0.0,1352727.2727272725,5.0
2025-04-08,이월,남성,DM,134545.45454545456,3.0,6521972.727272727,26.0
2025-04-08,이월,남성,HZ,2936390.9090909087,21.0,10530754.545454549,70.0
2025-04-08,이월,남성,IE,0.0,0.0,-22727.27272727272,1.0
2025-04-08,이월,남성,IU,0.0,0.0,141272.72727272726,1.0
2025-04-08,이월,남성,JN,-104090.90909090907,0.0,815454.5454545454,3.0
2025-04-08,이월,남성,MA,213454.54545454544,2.0,1755909.0909090908,1.0
2025-04-08,이월,남성,RA,0.0,0.0,480000.0,4.0
2025-04-08,이월,남성,TN,85272.72727272726,2.0,253818.18181818185,6.0
2025-04-08,이월,남성,UR,418727.2727272727,2.0,1681999.9999999998,7.0
2025-04-08,이월,슈즈,CH,237090.90909090903,2.0,309818.18181818177,2.0
2025-04-08,이월,슈즈,FF,1106681.818181818,9.0,1010127.2727272726,12.0
2025-04-08,이월,슈즈,KN,43545.45454545456,0.0,-204272.72727272724,-2.0
2025-04-08,이월,슈즈,RE,0.0,0.0,584181.8181818181,2.0
2025-04-08,이월,슈즈,TO,0.0,0.0,314454.5454545454,5.0
2025-04-08,이월,스포츠,RX,825090.909090909,12.0,1436409.0909090908,22.0
2025-04-08,이월,아웃도어,EZ,0.0,0.0,525454.5454545454,1.0
2025-04-08,이월,여성,AE,126363.63636363635,2.0,744909.0909090908,4.0
2025-04-08,이월,여성,CW,0.0,0.0,1023090.9090909092,3.0
2025-04-08,이월,여성,DL,13545.454545454588,0.0,5408999.999999998,17.0
2025-04-08,이월,여성,HS,1761181.8181818184,8.0,6741545.454545455,47.0
2025-04-08,이월,여성,IS,0.0,0.0,-694272.7272727272,0.0
2025-04-08,이월,여성,JS,-597409.0909090908,-3.0,1512581.818181818,7.0
2025-04-08,이월,여성,JW,0.0,0.0,518590.90909090906,1.0
2025-04-08,이월,여성,SI,0.0,0.0,878545.4545454546,4.0
2025-04-08,이월,여성,VA,-316909.09090909094,-1.0,1282490.9090909094,5.0
2025-04-08,이월,여성,VC,0.0,0.0,-126909.09090909093,0.0
2025-04-08,이월,잡화,AA,732327.2727272727,3.0,-102400.0,0.0
2025-04-08,이월,잡화,DB,2516145.4545454546,10.0,1712818.181818182,8.0
2025-04-08,이월,잡화,DC,387636.3636363637,3.0,4968436.363636363,9.0
2025-04-08,이월,잡화,HI,211963.63636363635,1.0,2114436.363636364,9.0
2025-04-08,이월,잡화,HJ,671090.9090909092,9.0,1503690.909090909,14.0
2025-04-08,이월,잡화,JA,0.0,0.0,614799.9999999999,3.0
2025-04-08,이월,잡화,JL,235127.2727272727,4.0,155218.1818181818,4.0
2025-04-08,입점,골프,입점,263872.72727272724,5.0,8423681.81818182,48.0
2025-04-08,입점,남성,입점,570527.2727272726,6.0,4345500.0,50.0
2025-04-08,입점,리빙,입점,572909.0909090907,12.0,2370768.1818181807,32.0
2025-04-08,입점,명품,입점,414545.4545454545,1.0,9132090.909090908,14.0
2025-04-08,입점,뷰티,입점,493909.0909090909,9.0,2837945.4545454546,43.0
2025-04-08,입점,슈즈,입점,414545.4545454545,5.0,564909.0909090909,5.0
2025-04-08,입점,스포츠,입점,1042327.2727272728,11.0,743454.5454545453,18.0
2025-04-08,입점,아웃도어,입점,872363.6363636362,6.0,2279181.8181818174,26.0
2025-04-08,입점,여성,입점,-137636.36363636368,4.0,2147707.272727273,30.0
2025-04-08,입점,잡화,입점,457436.3636363636,2.0,355045.45454545453,5.0
2025-04-08,입점,키즈,입점,321181.8181818181,3.0,1599572.7272727273,33.0
2025-04-08,정상,골프,DD,25636.36363636364,0.0,220472.72727272724,2.0
2025-04-08,정상,골프,DG,1665454.5454545454,2.0,1068727.2727272727,3.0
2025-04-08,정상,골프,HG,105545.45454545454,1.0,392909.0909090909,5.0
2025-04-08,정상,남성,AR,0.0,0.0,949090.9090909092,2.0
2025-04-08,정상,남성,DM,956454.5454545452,2.0,2880000.0,8.0
2025-04-08,정상,남성,HZ,1432227.2727272727,4.0,821845.4545454544,7.0
2025-04-08,정상,남성,IE,183000.0,2.0,732272.7272727272,10.0
2025-04-08,정상,남성,JN,0.0,0.0,410454.5454545454,1.0
2025-04-08,정상,남성,MA,0.0,0.0,-81000.0,-1.0
2025-04-08,정상,남성,SP,0.0,0.0,-4045.454545454544,0.0
2025-04-08,정상,남성,TN,371772.7272727272,4.0,2677181.818181818,13.0
2025-04-08,정상,남성,UR,-286445.45454545453,-1.0,484654.54545454535,1.0
2025-04-08,정상,뷰티,CA,454363.6363636364,7.0,22272.72727272727,2.0
2025-04-08,정상,뷰티,CB,78181.81818181818,1.0,0.0,0.0
2025-04-08,정상,뷰티,CJ,0.0,0.0,227272.7272727273,1.0
2025-04-08,정상,슈즈,FF,658090.9090909091,4.0,1446909.0909090908,13.0
2025-04-08,정상,슈즈,KN,577272.7272727273,3.0,649090.9090909091,5.0
2025-04-08,정상,스포츠,RX,0.0,0.0,-89181.81818181818,-1.0
2025-04-08,정상,여성,DL,0.0,0.0,-2244090.9090909087,-2.0
2025-04-08,정상,여성,HS,504818.18181818177,3.0,3005000.0,14.0
2025-04-08,정상,여성,IS,562727.2727272727,1.0,0.0,0.0
2025-04-08,정상,여성,JS,0.0,0.0,978181.818181818,1.0
2025-04-08,정상,여성,VA,0.0,0.0,-381818.1818181818,0.0
2025-04-08,정상,잡화,AA,965454.5454545454,4.0,-498545.4545454545,-1.0
2025-04-08,정상,잡화,DB,860309.0909090908,9.0,858909.0909090908,5.0
2025-04-08,정상,잡화,DC,549236.3636363636,4.0,4289272.727272727,11.0
2025-04-08,정상,잡화,HI,384045.4545454545,4.0,912545.4545454544,8.0
2025-04-08,정상,잡화,HJ,163318.18181818182,3.0,213636.3636363636,2.0
2025-04-08,정상,잡화,JA,164363.63636363635,2.0,1031999.9999999998,10.0
2025-04-08,정상,잡화,JL,219727.27272727276,3.0,1037890.909090909,15.0
2025-04-09,이월,골프,DD,322236.36363636365,3.0,-260127.2727272727,-1.0
2025-04-09,이월,골프,DG,1763181.818181818,5.0,4387636.363636362,18.0
2025-04-09,이월,골프,HG,224636.3636363636,1.0,2843909.090909091,18.0
2025-04-09,이월,골프,RU,0.0,0.0,94181.81818181818,1.0
2025-04-09,이월,남성,AR,413636.3636363636,2.0,1719090.9090909087,7.0
2025-04-09,이월,남성,CQ,0.0,0.0,50272.72727272727,1.0
2025-04-09,이월,남성,DM,69409.09090909091,1.0,2641854.5454545454,18.0
2025-04-09,이월,남성,HZ,2741163.636363636,19.0,10398654.545454549,79.0
2025-04-09,이월,남성,IE,336000.0,3.0,277545.4545454545,4.0
2025-04-09,이월,남성,JN,687272.7272727272,2.0,1455272.727272727,4.0
2025-04-09,이월,남성,MA,133999.99999999997,1.0,2748318.181818181,8.0
2025-04-09,이월,남성,RA,0.0,0.0,239818.1818181818,2.0
2025-04-09,이월,남성,TN,58499.99999999999,1.0,216272.72727272724,6.0
2025-04-09,이월,남성,UR,404818.18181818177,3.0,-687636.3636363636,-3.0
2025-04-09,이월,슈즈,CH,-154936.36363636362,-1.0,740745.4545454546,4.0
2025-04-09,이월,슈즈,FF,860745.4545454544,8.0,2503636.3636363638,24.0
2025-04-09,이월,슈즈,KN,292727.2727272727,3.0,317727.2727272727,4.0
2025-04-09,이월,슈즈,RE,0.0,0.0,253909.09090909088,1.0
2025-04-09,이월,슈즈,TO,14727.272727272728,1.0,381727.2727272727,8.0
2025-04-09,이월,스포츠,RX,246272.72727272724,2.0,1560045.454545454,19.0
2025-04-09,이월,여성,AE,117590.90909090907,1.0,393045.4545454545,4.0
2025-04-09,이월,여성,CW,324545.45454545453,1.0,-418636.3636363637,-1.0
2025-04-09,이월,여성,DL,133454.5454545454,0.0,1557909.0909090908,9.0
2025-04-09,이월,여성,EP,0.0,0.0,130181.81818181818,1.0
2025-04-09,이월,여성,GW,324545.45454545453,1.0,0.0,0.0
2025-04-09,이월,여성,HS,1814636.3636363635,10.0,5962636.363636364,46.0
2025-04-09,이월,여성,IS,867272.7272727272,1.0,649090.9090909091,1.0
2025-04-09,이월,여성,JS,445454.5454545454,0.0,1424045.4545454544,6.0
2025-04-09,이월,여성,JW,0.0,0.0,-146863.63636363635,-1.0
2025-04-09,이월,여성,SI,0.0,0.0,724181.8181818181,1.0
2025-04-09,이월,여성,VA,-395418.18181818177,0.0,3049363.636363636,8.0
2025-04-09,이월,여성,VC,0.0,0.0,586363.6363636364,1.0
2025-04-09,이월,잡화,AA,437090.90909090906,2.0,-331454.5454545454,0.0
2025-04-09,이월,잡화,DB,266872.72727272724,3.0,2083490.9090909087,12.0
2025-04-09,이월,잡화,DC,1254000.0,5.0,3084181.8181818174,14.0
2025-04-09,이월,잡화,HI,178909.09090909088,1.0,1560763.6363636362,15.0
2025-04-09,이월,잡화,HJ,425090.909090909,6.0,2095618.1818181807,20.0
2025-04-09,이월,잡화,JA,240290.9090909091,3.0,378090.909090909,5.0
2025-04-09,이월,잡화,JL,43163.63636363637,2.0,273145.4545454545,4.0
2025-04-09,입점,골프,입점,1397136.3636363633,12.0,3236959.0909090904,34.0
2025-04-09,입점,남성,입점,34909.09090909089,5.0,3905563.6363636367,47.0
2025-04-09,입점,리빙,입점,1243272.727272727,7.0,1785336.3636363635,26.0
2025-04-09,입점,명품,입점,1974000.0,4.0,7111727.272727273,16.0
2025-04-09,입점,뷰티,입점,1376545.4545454546,20.0,3448749.9999999995,44.0
2025-04-09,입점,슈즈,입점,250000.0,2.0,400818.18181818177,4.0
2025-04-09,입점,스포츠,입점,272272.7272727273,5.0,2341300.0,28.0
2025-04-09,입점,아웃도어,입점,838181.8181818181,5.0,3887363.6363636367,35.0
2025-04-09,입점,여성,입점,373690.9090909091,5.0,3167518.1818181826,59.0
2025-04-09,입점,잡화,입점,393409.0909090909,6.0,1335772.727272727,13.0
2025-04-09,입점,키즈,입점,134000.0,3.0,1357345.454545454,33.0
2025-04-09,정상,골프,DD,54363.63636363635,1.0,655127.2727272727,2.0
2025-04-09,정상,골프,DG,656818.1818181818,1.0,354727.2727272727,4.0
2025-04-09,정상,골프,HG,30545.454545454544,1.0,2230727.2727272725,12.0
2025-04-09,정상,남성,AR,0.0,0.0,1364545.4545454544,2.0
2025-04-09,정상,남성,DM,1968727.2727272727,3.0,585818.1818181819,4.0
2025-04-09,정상,남성,HZ,308318.18181818177,1.0,3781454.545454545,18.0
2025-04-09,정상,남성,IE,275363.63636363635,5.0,549545.4545454545,8.0
2025-04-09,정상,남성,JN,0.0,0.0,147272.72727272726,1.0
2025-04-09,정상,남성,MA,0.0,0.0,662727.2727272727,1.0
2025-04-09,정상,남성,SP,0.0,0.0,68772.72727272726,1.0
2025-04-09,정상,남성,TN,361772.7272727273,3.0,2678827.272727272,20.0
2025-04-09,정상,남성,UR,408181.8181818182,1.0,36454.54545454547,0.0
2025-04-09,정상,뷰티,CA,162727.27272727274,2.0,0.0,0.0
2025-04-09,정상,뷰티,CB,62727.27272727272,1.0,78181.81818181818,1.0
2025-04-09,정상,슈즈,CH,589272.7272727273,2.0,0.0,0.0
2025-04-09,정상,슈즈,FF,571818.1818181818,4.0,2516727.2727272725,21.0
2025-04-09,정상,슈즈,KN,577272.7272727273,4.0,389090.90909090906,2.0
2025-04-09,정상,스포츠,RX,153636.36363636362,1.0,219363.63636363635,2.0
2025-04-09,정상,스포츠,TT,226363.63636363635,1.0,0.0,0.0
2025-04-09,정상,여성,DL,208636.3636363636,1.0,796363.6363636365,1.0
2025-04-09,정상,여성,HS,-818.1818181818235,1.0,8515636.363636365,32.0
2025-04-09,정상,여성,JS,-71818.18181818181,-1.0,-971818.181818182,-1.0
2025-04-09,정상,여성,SI,-325454.5454545454,-1.0,543636.3636363636,1.0
2025-04-09,정상,여성,VA,0.0,0.0,-960000.0,-2.0
2025-04-09,정상,잡화,AA,57454.54545454544,0.0,1172727.2727272727,5.0
2025-04-09,정상,잡화,DB,934509.090909091,6.0,1002254.5454545454,6.0
2025-04-09,정상,잡화,DC,1002436.3636363636,10.0,1805581.818181818,12.0
2025-04-09,정상,잡화,HI,517145.4545454544,6.0,1905781.818181818,20.0
2025-04-09,정상,잡화,HJ,250363.63636363632,3.0,494618.1818181817,6.0
2025-04-09,정상,잡화,JA,490254.5454545454,5.0,723709.0909090908,6.0
2025-04-09,정상,잡화,JL,628890.9090909091,5.0,872418.1818181818,10.0
2025-04-10,이월,골프,DD,0.0,0.0,95072.72727272726,2.0
2025-04-10,이월,골프,DG,-555909.0909090908,-1.0,2486590.9090909087,17.0
2025-04-10,이월,골프,HG,361363.6363636364,3.0,883818.1818181819,6.0
2025-04-10,이월,남성,AR,0.0,0.0,883181.818181818,4.0
2025-04-10,이월,남성,DM,199500.0000000001,2.0,2148963.6363636367,23.0
2025-04-10,이월,남성,HZ,3603318.181818181,20.0,14180827.272727275,94.0
2025-04-10,이월,남성,IE,0.0,0.0,170272.72727272726,3.0
2025-04-10,이월,남성,JN,31818.181818181765,0.0,2359954.545454545,5.0
2025-04-10,이월,남성,MA,196000.0,1.0,2156409.090909091,2.0
2025-04-10,이월,남성,RA,0.0,0.0,21272.727272727272,1.0
2025-04-10,이월,남성,SE,0.0,0.0,11863.636363636362,1.0
2025-04-10,이월,남성,SP,113272.72727272726,1.0,0.0,0.0
2025-04-10,이월,남성,TN,-107545.45454545452,-1.0,288727.2727272727,5.0
2025-04-10,이월,남성,UR,108545.45454545452,1.0,545181.8181818181,2.0
2025-04-10,이월,슈즈,CH,0.0,0.0,-43754.54545454547,0.0
2025-04-10,이월,슈즈,FF,926845.4545454544,12.0,3076345.454545455,32.0
2025-04-10,이월,슈즈,KN,170545.45454545453,2.0,1909.090909090912,0.0
2025-04-10,이월,슈즈,RE,0.0,0.0,0.0,0.0
2025-04-10,이월,슈즈,TO,247727.27272727276,4.0,212818.18181818185,6.0
2025-04-10,이월,스포츠,RX,471909.0909090909,8.0,1230090.909090909,20.0
2025-04-10,이월,여성,AE,0.0,0.0,174863.63636363632,2.0
2025-04-10,이월,여성,CW,0.0,0.0,108545.45454545452,1.0
2025-04-10,이월,여성,DL,1140000.0,1.0,2198818.181818182,4.0
2025-04-10,이월,여성,HS,849545.4545454545,8.0,5462909.090909092,43.0
2025-04-10,이월,여성,IS,0.0,0.0,540909.0909090908,1.0
2025-04-10,이월,여성,JS,-146863.63636363635,-1.0,3655918.1818181807,11.0
2025-04-10,이월,여성,JW,0.0,0.0,146227.2727272727,2.0
2025-04-10,이월,여성,SI,0.0,0.0,382181.8181818182,1.0
2025-04-10,이월,여성,VA,793090.9090909091,3.0,4683636.363636363,7.0
2025-04-10,이월,여성,VC,1002363.6363636362,3.0,453636.3636363636,2.0
2025-04-10,이월,잡화,AA,-75636.36363636363,-1.0,233181.81818181815,1.0
2025-04-10,이월,잡화,DB,1368636.3636363633,7.0,1967490.9090909087,16.0
2025-04-10,이월,잡화,DC,1170890.9090909092,5.0,4005236.3636363633,12.0
2025-04-10,이월,잡화,HI,0.0,0.0,2418836.363636364,12.0
2025-04-10,이월,잡화,HJ,343636.36363636365,5.0,1809272.7272727268,18.0
2025-04-10,이월,잡화,JA,132363.63636363635,1.0,665490.909090909,4.0
2025-04-10,이월,잡화,JL,0.0,0.0,327145.45454545453,6.0
2025-04-10,입점,골프,입점,750490.9090909091,4.0,3040095.454545454,34.0
2025-04-10,입점,남성,입점,185681.8181818181,4.0,3424172.727272729,45.0
2025-04-10,입점,리빙,입점,973000.0,4.0,936290.909090909,14.0
2025-04-10,입점,명품,입점,312727.2727272727,2.0,5323000.0,10.0
2025-04-10,입점,뷰티,입점,478272.7272727272,14.0,2551572.7272727257,33.0
2025-04-10,입점,슈즈,입점,319190.90909090906,2.0,-255818.18181818177,-1.0
2025-04-10,입점,스포츠,입점,341118.18181818177,3.0,1247609.0909090904,19.0
2025-04-10,입점,아웃도어,입점,136090.90909090906,4.0,2819218.1818181816,19.0
2025-04-10,입점,여성,입점,-116554.54545454548,3.0,1960218.1818181812,25.0
2025-04-10,입점,잡화,입점,244545.45454545453,2.0,804072.7272727273,6.0
2025-04-10,입점,키즈,입점,9545.454545454544,1.0,1006445.454545454,22.0
2025-04-10,정상,골프,DD,676218.1818181818,3.0,0.0,0.0
2025-04-10,정상,골프,DG,205909.09090909088,2.0,1186000.0,7.0
2025-04-10,정상,골프,HG,305681.8181818182,3.0,896136.3636363636,5.0
2025-04-10,정상,남성,AR,0.0,0.0,0.0,0.0
2025-04-10,정상,남성,DM,522000.0,2.0,3144454.5454545454,5.0
2025-04-10,정상,남성,HZ,169227.2727272727,1.0,3140863.636363636,14.0
2025-04-10,정상,남성,IE,179636.36363636365,3.0,623727.2727272727,11.0
2025-04-10,정상,남성,JN,0.0,0.0,965454.5454545454,1.0
2025-04-10,정상,남성,MA,0.0,0.0,-158181.81818181818,-1.0
2025-04-10,정상,남성,SP,0.0,0.0,0.0,0.0
2025-04-10,정상,남성,TN,-145954.54545454547,-1.0,943909.0909090908,8.0
2025-04-10,정상,남성,UR,892463.6363636362,2.0,0.0,0.0
2025-04-10,정상,뷰티,CA,88181.81818181818,2.0,49090.90909090909,2.0
2025-04-10,정상,뷰티,CB,32727.272727272724,1.0,78181.81818181818,1.0
2025-04-10,정상,슈즈,CH,253636.3636363636,1.0,376727.2727272727,1.0
2025-04-10,정상,슈즈,FF,1573636.3636363638,9.0,2263090.909090908,14.0
2025-04-10,정상,슈즈,KN,-243636.3636363636,0.0,99090.90909090907,1.0
2025-04-10,정상,스포츠,RX,0.0,0.0,233727.2727272727,2.0
2025-04-10,정상,스포츠,TT,0.0,0.0,262727.2727272727,1.0
2025-04-10,정상,여성,DL,231818.1818181818,1.0,3181.8181818181474,2.0
2025-04-10,정상,여성,HS,789181.8181818181,2.0,2846181.818181818,15.0
2025-04-10,정상,여성,JS,-480909.0909090909,-1.0,-962727.2727272728,-1.0
2025-04-10,정상,여성,VA,670909.0909090908,1.0,314727.2727272727,1.0
2025-04-10,정상,잡화,AA,369090.90909090906,2.0,1316727.2727272725,6.0
2025-04-10,정상,잡화,DB,738818.1818181819,4.0,551909.0909090909,4.0
2025-04-10,정상,잡화,DC,922545.4545454546,5.0,1375636.3636363638,8.0
2025-04-10,정상,잡화,HI,191509.09090909088,2.0,753927.2727272727,7.0
2025-04-10,정상,잡화,HJ,0.0,0.0,494345.4545454545,5.0
2025-04-10,정상,잡화,JA,157090.9090909091,2.0,696727.2727272726,6.0
2025-04-10,정상,잡화,JL,369327.2727272727,4.0,1013236.3636363634,12.0
2025-04-11,이월,골프,DD,144872.72727272726,1.0,74463.63636363635,1.0
2025-04-11,이월,골프,DG,122727.27272727268,1.0,2431545.4545454546,14.0
2025-04-11,이월,골프,HG,761363.6363636362,6.0,2007854.5454545452,16.0
2025-04-11,이월,남성,AR,472727.2727272727,1.0,3083454.5454545454,6.0
2025-04-11,이월,남성,DM,1194527.2727272725,6.0,7685509.09090909,23.0
2025-04-11,이월,남성,HZ,3990272.727272728,25.0,13809890.909090906,77.0
2025-04-11,이월,남성,IE,193454.5454545454,2.0,185727.2727272727,4.0
2025-04-11,이월,남성,JN,-586363.6363636364,-1.0,269090.9090909091,3.0
2025-04-11,이월,남성,MA,429872.7272727272,2.0,721181.8181818181,4.0
2025-04-11,이월,남성,RA,0.0,0.0,21818.181818181823,0.0
2025-04-11,이월,남성,TN,0.0,0.0,503727.2727272727,4.0
2025-04-11,이월,남성,UR,495363.6363636363,3.0,1095909.0909090908,4.0
2025-04-11,이월,슈즈,CH,0.0,0.0,164818.1818181818,1.0
2025-04-11,이월,슈즈,FF,985272.7272727272,11.0,3031763.636363636,24.0
2025-04-11,이월,슈즈,KN,101181.81818181818,1.0,21272.727272727265,0.0
2025-04-11,이월,슈즈,TO,117272.72727272726,1.0,55181.81818181818,1.0
2025-04-11,이월,스포츠,RX,328272.72727272724,4.0,639272.7272727273,16.0
2025-04-11,이월,여성,AE,58954.545454545456,0.0,-93363.63636363635,-1.0
2025-04-11,이월,여성,CW,-145000.0,-1.0,135909.0909090909,1.0
2025-04-11,이월,여성,DL,-89090.90909090909,0.0,2797727.2727272725,5.0
2025-04-11,이월,여성,EP,-94181.81818181818,-1.0,65090.90909090909,1.0
2025-04-11,이월,여성,GW,0.0,0.0,159636.36363636362,1.0
2025-04-11,이월,여성,HS,2366000.0,12.0,8274454.545454544,53.0
2025-04-11,이월,여성,JS,130545.45454545452,1.0,755500.0,2.0
2025-04-11,이월,여성,JW,0.0,0.0,249818.1818181818,3.0
2025-04-11,이월,여성,SI,57454.54545454545,1.0,226363.63636363635,1.0
2025-04-11,이월,여성,VA,379181.8181818181,1.0,2418181.8181818197,6.0
2025-04-11,이월,여성,VC,0.0,0.0,608090.909090909,2.0
2025-04-11,이월,잡화,AA,0.0,0.0,0.0,0.0
2025-04-11,이월,잡화,DB,246818.18181818185,3.0,1047454.5454545454,8.0
2025-04-11,이월,잡화,DC,180690.90909090903,2.0,1577181.818181818,6.0
2025-04-11,이월,잡화,HI,0.0,0.0,933909.0909090908,8.0
2025-04-11,이월,잡화,HJ,324545.45454545453,5.0,1043636.3636363636,12.0
2025-04-11,이월,잡화,JA,0.0,0.0,381963.6363636364,5.0
2025-04-11,이월,잡화,JL,166618.18181818182,3.0,256618.18181818177,6.0
2025-04-11,입점,골프,입점,310672.7272727273,3.0,3662627.272727273,27.0
2025-04-11,입점,남성,입점,-374136.3636363636,4.0,4331618.181818181,56.0
2025-04-11,입점,리빙,입점,489090.90909090906,8.0,1412681.818181818,16.0
2025-04-11,입점,명품,입점,925363.6363636362,5.0,6566181.8181818165,13.0
2025-04-11,입점,뷰티,입점,617818.1818181818,14.0,1761881.818181818,37.0
2025-04-11,입점,슈즈,입점,335454.5454545454,2.0,287545.4545454546,4.0
2025-04-11,입점,스포츠,입점,1479363.6363636362,7.0,1447827.2727272727,23.0
2025-04-11,입점,아웃도어,입점,173518.18181818182,5.0,-1919954.5454545447,8.0
2025-04-11,입점,여성,입점,-231909.09090909088,-1.0,918731.818181818,3.0
2025-04-11,입점,잡화,입점,115681.81818181816,2.0,755363.6363636365,9.0
2025-04-11,입점,키즈,입점,228363.63636363635,2.0,1080790.9090909092,21.0
2025-04-11,정상,골프,DD,0.0,0.0,0.0,0.0
2025-04-11,정상,골프,DG,0.0,0.0,1565818.1818181816,8.0
2025-04-11,정상,골프,HG,0.0,0.0,696363.6363636364,4.0
2025-04-11,정상,남성,DM,0.0,0.0,1484818.181818182,5.0
2025-04-11,정상,남성,HZ,-326454.5454545454,-1.0,1191863.6363636362,6.0
2025-04-11,정상,남성,IE,200181.81818181815,3.0,-69999.99999999997,1.0
2025-04-11,정상,남성,JN,0.0,0.0,1292727.2727272727,3.0
2025-04-11,정상,남성,MA,0.0,0.0,523636.3636363637,2.0
2025-04-11,정상,남성,SP,53318.181818181816,1.0,0.0,0.0
2025-04-11,정상,남성,TN,251272.7272727273,3.0,1112645.4545454546,10.0
2025-04-11,정상,남성,UR,0.0,0.0,818272.7272727272,2.0
2025-04-11,정상,뷰티,CA,13636.363636363632,1.0,0.0,0.0
2025-04-11,정상,슈즈,CH,299090.90909090906,1.0,0.0,0.0
2025-04-11,정상,슈즈,FF,1070727.2727272725,5.0,1853272.7272727275,11.0
2025-04-11,정상,슈즈,KN,89999.99999999997,2.0,523636.3636363636,2.0
2025-04-11,정상,스포츠,RX,0.0,0.0,153636.36363636362,1.0
2025-04-11,정상,스포츠,TT,0.0,0.0,452727.2727272727,1.0
2025-04-11,정상,여성,DL,0.0,0.0,1881818.1818181816,4.0
2025-04-11,정상,여성,HS,978545.4545454544,4.0,4414000.0,21.0
2025-04-11,정상,여성,JS,0.0,0.0,-634545.4545454545,0.0
2025-04-11,정상,여성,SI,143636.36363636362,1.0,0.0,0.0
2025-04-11,정상,여성,VA,0.0,0.0,554909.0909090909,3.0
2025-04-11,정상,잡화,AA,0.0,0.0,1536181.818181818,8.0
2025-04-11,정상,잡화,DB,272909.0909090909,2.0,644090.9090909091,5.0
2025-04-11,정상,잡화,DC,0.0,0.0,2585272.727272727,15.0
2025-04-11,정상,잡화,HI,213272.72727272724,2.0,641818.1818181818,7.0
2025-04-11,정상,잡화,HJ,-22409.090909090908,-1.0,151454.54545454544,2.0
2025-04-11,정상,잡화,JA,149818.1818181818,2.0,317090.90909090906,2.0
2025-04-11,정상,잡화,JL,240272.72727272724,4.0,630327.2727272727,7.0
2025-04-12,이월,골프,DD,150690.9090909091,1.0,72363.63636363635,2.0
2025-04-12,이월,골프,DG,1237818.1818181816,9.0,2155545.454545454,12.0
2025-04-12,이월,골프,HG,310545.45454545453,3.0,2150681.8181818184,17.0
2025-04-12,이월,남성,AR,0.0,0.0,2076727.2727272725,6.0
2025-04-12,이월,남성,DM,-349454.5454545454,0.0,4672472.727272727,16.0
2025-04-12,이월,남성,HZ,3272863.636363636,27.0,15111209.090909092,91.0
2025-04-12,이월,남성,IE,99090.90909090907,2.0,449454.5454545454,7.0
2025-04-12,이월,남성,JN,-204545.45454545453,-1.0,2682545.4545454546,2.0
2025-04-12,이월,남성,MA,199636.3636363636,1.0,-1186909.0909090906,0.0
2025-04-12,이월,남성,RA,0.0,0.0,71272.72727272725,0.0
2025-04-12,이월,남성,SE,0.0,0.0,23727.272727272724,1.0
2025-04-12,이월,남성,TN,0.0,0.0,332818.1818181818,3.0
2025-04-12,이월,남성,UR,1240272.7272727273,3.0,786090.909090909,3.0
