date,txn_type,category,ad_거래액,ad_주문고객수,ep_거래액,ep_주문고객수
2025-04-21,입점,아웃도어,350636.3636363636,5.0,1719154.5454545452,32.0
2025-04-21,입점,여성,336045.4545454546,9.0,1496113.636363636,15.0
2025-04-21,입점,잡화,155163.63636363635,3.0,1618872.7272727268,12.0
2025-04-21,입점,키즈,48454.545454545456,1.0,3778663.6363636344,51.0
2025-04-21,정상,골프,399727.2727272727,2.0,681618.1818181818,6.0
2025-04-21,정상,남성,164090.90909090918,10.0,10986618.181818182,62.0
2025-04-21,정상,뷰티,207636.36363636362,4.0,-38636.36363636363,0.0
2025-04-21,정상,슈즈,743809.0909090909,8.0,1872563.6363636365,18.0
2025-04-21,정상,여성,2595681.8181818174,9.0,5924090.909090908,26.0
2025-04-21,정상,잡화,5888154.545454546,30.0,10719563.636363639,68.0
2025-04-22,이월,골프,1228954.5454545454,7.0,3811381.818181819,29.0
2025-04-22,이월,남성,3153827.272727272,19.0,10868327.27272727,87.0
2025-04-22,이월,슈즈,2139945.454545454,15.0,1976390.9090909092,22.0
2025-04-22,이월,스포츠,390909.0909090909,3.0,1054181.8181818181,13.0
2025-04-22,이월,여성,-92045.45454545447,-1.0,7802363.636363636,61.0
2025-04-22,이월,잡화,3506672.7272727275,25.0,10689954.545454543,76.0
2025-04-22,입점,골프,1932163.6363636365,10.0,2669454.5454545454,33.0
2025-04-22,입점,남성,141636.36363636362,2.0,5324995.454545452,46.0
2025-04-22,입점,리빙,346363.63636363635,0.0,2218363.6363636362,20.0
2025-04-22,입점,명품,623727.2727272727,3.0,7916818.181818182,12.0
2025-04-22,입점,뷰티,1079181.8181818181,17.0,2080504.5454545456,34.0
2025-04-22,입점,슈즈,117272.72727272726,1.0,178999.99999999997,2.0
2025-04-22,입점,스포츠,392563.63636363635,6.0,1481772.727272727,25.0
2025-04-22,입점,아웃도어,1114454.5454545456,7.0,-1901509.0909090906,16.0
2025-04-22,입점,여성,-123454.54545454544,-2.0,-280063.6363636364,17.0
2025-04-22,입점,잡화,-32454.54545454544,1.0,-61590.909090909176,4.0
2025-04-22,입점,키즈,215272.72727272724,4.0,1737872.727272727,34.0
2025-04-22,정상,골프,1016245.4545454545,7.0,2202300.0,10.0
2025-04-22,정상,남성,725154.5454545454,6.0,13299354.545454547,63.0
2025-04-22,정상,뷰티,50181.81818181818,2.0,11999.999999999998,1.0
2025-04-22,정상,슈즈,576654.5454545454,4.0,2653454.545454545,23.0
2025-04-22,정상,스포츠,0.0,0.0,-221818.1818181818,-2.0
2025-04-22,정상,여성,604954.5454545454,3.0,5207181.818181817,20.0
2025-04-22,정상,잡화,3207145.4545454537,25.0,10593745.454545455,68.0
2025-04-23,이월,골프,1641327.272727273,8.0,5607609.090909091,34.0
2025-04-23,이월,남성,3706445.454545454,34.0,14732509.090909095,103.0
2025-04-23,이월,슈즈,1403181.8181818181,11.0,8111472.7272727275,74.0
2025-04-23,이월,스포츠,-237545.45454545453,2.0,1400090.9090909087,20.0
2025-04-23,이월,여성,998545.4545454546,8.0,13759727.272727273,82.0
2025-04-23,이월,잡화,2678190.909090909,27.0,8437327.27272727,54.0
2025-04-23,입점,골프,666818.1818181819,6.0,4843845.454545453,41.0
2025-04-23,입점,남성,499690.90909090894,4.0,3895236.3636363624,40.0
2025-04-23,입점,리빙,119818.18181818181,3.0,2205609.090909091,29.0
2025-04-23,입점,명품,589000.0,5.0,4940909.09090909,19.0
2025-04-23,입점,뷰티,498363.63636363635,10.0,3312390.909090909,31.0
2025-04-23,입점,슈즈,201818.18181818177,1.0,596363.6363636362,6.0
2025-04-23,입점,스포츠,838454.5454545454,7.0,2976272.727272727,37.0
2025-04-23,입점,아웃도어,337518.1818181818,3.0,1194936.3636363628,16.0
2025-04-23,입점,여성,1316836.3636363638,12.0,2924990.9090909087,39.0
2025-04-23,입점,잡화,135363.63636363635,2.0,844818.1818181819,12.0
2025-04-23,입점,키즈,110909.09090909088,2.0,2060545.4545454546,37.0
2025-04-23,정상,골프,930681.8181818181,4.0,2591918.181818181,18.0
2025-04-23,정상,남성,3773000.0,17.0,12027181.81818182,72.0
2025-04-23,정상,뷰티,30545.454545454544,1.0,234545.45454545453,2.0
2025-04-23,정상,슈즈,130536.36363636368,3.0,997100.0000000002,9.0
2025-04-23,정상,스포츠,-452727.2727272727,-1.0,0.0,0.0
2025-04-23,정상,여성,2155272.7272727275,9.0,131772.72727272715,7.0
2025-04-23,정상,잡화,4882281.8181818165,30.0,8058572.7272727275,62.0
2025-04-24,이월,골프,1590000.0,11.0,1277272.727272727,14.0
2025-04-24,이월,남성,1491154.5454545454,29.0,16799145.454545457,114.0
2025-04-24,이월,슈즈,1270090.9090909092,12.0,4503436.363636363,49.0
2025-04-24,이월,스포츠,318818.18181818177,2.0,428818.1818181818,6.0
2025-04-24,이월,여성,2372545.4545454546,19.0,18460499.999999993,74.0
2025-04-24,이월,잡화,1878672.7272727266,18.0,8277254.545454546,45.0
2025-04-24,입점,골프,439727.2727272727,6.0,1395118.1818181814,19.0
2025-04-24,입점,남성,195454.54545454544,1.0,2939963.6363636362,44.0
2025-04-24,입점,리빙,918909.0909090909,6.0,888818.1818181819,20.0
2025-04-24,입점,명품,6771363.636363637,8.0,5351090.909090907,23.0
2025-04-24,입점,뷰티,618909.0909090909,13.0,2501068.181818181,32.0
2025-04-24,입점,슈즈,369454.5454545454,3.0,37545.454545454515,2.0
2025-04-24,입점,스포츠,1454727.2727272727,10.0,1104163.636363636,19.0
2025-04-24,입점,아웃도어,940727.2727272727,9.0,3685509.0909090894,29.0
2025-04-24,입점,여성,1922036.3636363633,19.0,1981618.1818181816,14.0
2025-04-24,입점,잡화,417318.1818181818,3.0,3745281.8181818184,8.0
2025-04-24,입점,키즈,71454.54545454543,1.0,3104736.363636363,48.0
2025-04-24,정상,골프,500463.63636363635,6.0,-867463.6363636362,-1.0
2025-04-24,정상,남성,3640563.6363636362,16.0,9258172.727272727,57.0
2025-04-24,정상,뷰티,39272.72727272727,2.0,111999.99999999999,2.0
2025-04-24,정상,슈즈,1857472.7272727275,14.0,1948227.272727272,16.0
2025-04-24,정상,스포츠,0.0,0.0,158181.81818181818,0.0
2025-04-24,정상,여성,3093545.454545454,14.0,4525363.636363636,13.0
2025-04-24,정상,잡화,3052672.7272727275,22.0,8148990.909090909,69.0
2025-04-25,이월,골프,1168754.5454545452,9.0,6090272.7272727275,32.0
2025-04-25,이월,남성,5715745.454545454,38.0,11762709.09090909,76.0
2025-04-25,이월,슈즈,1326254.5454545454,12.0,3632336.3636363633,38.0
2025-04-25,이월,스포츠,126909.09090909091,2.0,811454.5454545454,11.0
2025-04-25,이월,여성,3332181.818181817,22.0,7925863.636363633,47.0
2025-04-25,이월,잡화,4601799.999999999,35.0,9144427.272727272,69.0
2025-04-25,입점,골프,92181.81818181819,1.0,2459799.9999999995,22.0
2025-04-25,입점,남성,566272.7272727272,6.0,2846245.4545454546,41.0
2025-04-25,입점,리빙,316818.18181818177,2.0,2007872.727272727,22.0
2025-04-25,입점,명품,439999.9999999999,5.0,3797727.2727272725,18.0
2025-04-25,입점,뷰티,525454.5454545454,9.0,2775550.0,28.0
2025-04-25,입점,슈즈,143636.36363636362,1.0,493363.63636363635,4.0
2025-04-25,입점,스포츠,324545.45454545453,4.0,1663072.7272727268,25.0
2025-04-25,입점,아웃도어,97363.63636363637,1.0,1066636.363636363,4.0
2025-04-25,입점,여성,455818.1818181819,7.0,1462491.818181818,19.0
2025-04-25,입점,잡화,236090.90909090906,6.0,284818.18181818177,7.0
2025-04-25,입점,키즈,268727.2727272727,5.0,1806236.3636363642,43.0
2025-04-25,정상,골프,311509.0909090909,2.0,2603136.3636363638,12.0
2025-04-25,정상,남성,2991299.9999999995,18.0,3765063.6363636353,29.0
2025-04-25,정상,뷰티,63181.81818181819,2.0,274090.90909090906,2.0
2025-04-25,정상,슈즈,1253745.4545454544,13.0,1398272.727272727,10.0
2025-04-25,정상,스포츠,0.0,0.0,188272.72727272726,2.0
2025-04-25,정상,여성,1163500.0,6.0,1271818.1818181814,6.0
2025-04-25,정상,잡화,4293418.181818182,35.0,4855754.545454545,42.0
2025-04-26,이월,골프,1654181.818181818,10.0,3726190.9090909087,29.0
2025-04-26,이월,남성,6894472.7272727275,47.0,18284081.81818182,105.0
2025-04-26,이월,슈즈,1036390.909090909,9.0,4078818.181818182,38.0
2025-04-26,이월,스포츠,145090.9090909091,2.0,951363.6363636362,11.0
2025-04-26,이월,여성,3750545.4545454555,22.0,15419454.545454547,82.0
2025-04-26,이월,잡화,1374381.818181818,11.0,9034399.999999998,63.0
2025-04-26,입점,골프,1318309.0909090906,8.0,8188381.818181818,70.0
2025-04-26,입점,남성,825181.8181818181,5.0,5436827.2727272725,60.0
2025-04-26,입점,리빙,458181.8181818181,1.0,2386560.0,18.0
2025-04-26,입점,명품,1040818.1818181818,6.0,9542272.727272727,19.0
2025-04-26,입점,뷰티,886509.0909090909,12.0,1514136.3636363635,29.0
2025-04-26,입점,슈즈,562181.8181818181,3.0,990209.0909090908,9.0
2025-04-26,입점,스포츠,744927.2727272726,9.0,1920454.545454545,25.0
2025-04-26,입점,아웃도어,245454.5454545454,4.0,1068745.4545454544,16.0
2025-04-26,입점,여성,889636.3636363635,11.0,1999272.7272727268,25.0
2025-04-26,입점,잡화,146481.81818181818,2.0,398454.5454545454,10.0
2025-04-26,입점,키즈,105499.99999999999,2.0,2369281.8181818184,47.0
2025-04-26,정상,골프,328618.18181818177,2.0,2968790.9090909087,10.0
2025-04-26,정상,남성,505363.6363636364,5.0,8472418.181818182,52.0
2025-04-26,정상,뷰티,0.0,0.0,39090.90909090909,1.0
2025-04-26,정상,슈즈,1148609.0909090908,15.0,2269700.0000000005,13.0
2025-04-26,정상,스포츠,0.0,0.0,298181.8181818182,2.0
2025-04-26,정상,여성,1160499.9999999998,4.0,3491590.909090908,17.0
2025-04-26,정상,잡화,2933127.272727273,19.0,5293263.636363636,45.0
2025-04-27,이월,골프,2381509.0909090904,14.0,7738381.818181817,51.0
2025-04-27,이월,남성,5658227.2727272725,39.0,40574572.72727272,212.0
2025-04-27,이월,슈즈,1098281.8181818184,9.0,5115600.0,43.0
2025-04-27,이월,스포츠,26818.181818181816,1.0,1160909.0909090908,8.0
2025-04-27,이월,여성,5554454.545454546,27.0,30405499.999999996,143.0
2025-04-27,이월,잡화,2970800.0,27.0,12147799.999999998,70.0
2025-04-27,입점,골프,284518.1818181818,4.0,7393209.09090909,68.0
2025-04-27,입점,남성,225727.2727272727,2.0,5275954.545454545,64.0
2025-04-27,입점,리빙,406818.1818181818,1.0,2658092.727272727,27.0
2025-04-27,입점,명품,1732181.818181818,8.0,5224090.909090909,28.0
2025-04-27,입점,뷰티,779636.3636363636,10.0,1840472.7272727273,25.0
2025-04-27,입점,슈즈,292727.2727272727,2.0,914454.5454545454,7.0
2025-04-27,입점,스포츠,913272.7272727273,9.0,2304218.181818182,49.0
2025-04-27,입점,아웃도어,800272.7272727272,4.0,1463318.1818181816,23.0
2025-04-27,입점,여성,791709.0909090908,5.0,2596427.272727273,40.0
2025-04-27,입점,잡화,250363.63636363635,4.0,123618.18181818187,17.0
2025-04-27,입점,키즈,56363.63636363637,1.0,2526100.0,40.0
2025-04-27,정상,골프,776636.3636363635,6.0,4133836.363636363,19.0
2025-04-27,정상,남성,1844863.636363636,13.0,15857609.090909086,76.0
2025-04-27,정상,뷰티,50090.90909090909,2.0,44363.63636363636,1.0
2025-04-27,정상,슈즈,2645254.545454545,22.0,2649545.454545454,19.0
2025-04-27,정상,스포츠,44545.454545454544,1.0,333636.3636363636,3.0
2025-04-27,정상,여성,3291909.0909090904,12.0,13915818.18181818,57.0
2025-04-27,정상,잡화,5657445.454545455,40.0,11891509.090909088,73.0
2025-04-28,이월,골프,1534909.0909090906,7.0,2619909.0909090918,16.0
2025-04-28,이월,남성,4082009.0909090904,28.0,16451918.18181818,114.0
2025-04-28,이월,슈즈,1593636.3636363635,14.0,2740763.636363636,22.0
2025-04-28,이월,스포츠,383636.3636363636,4.0,152000.00000000003,7.0
2025-04-28,이월,여성,4758727.272727273,26.0,18156090.909090906,107.0
2025-04-28,이월,잡화,3350636.3636363638,29.0,10182045.454545453,64.0
2025-04-28,입점,골프,814300.0,5.0,2160718.1818181816,18.0
2025-04-28,입점,남성,710500.0,7.0,4057418.1818181807,43.0
2025-04-28,입점,리빙,618043.6363636364,6.0,2768934.545454545,23.0
2025-04-28,입점,명품,951818.1818181818,0.0,10561454.545454547,19.0
2025-04-28,입점,뷰티,765900.0,15.0,1825181.8181818181,33.0
2025-04-28,입점,슈즈,-190909.09090909088,-1.0,623000.0,5.0
2025-04-28,입점,스포츠,242909.0909090909,4.0,1623290.9090909092,15.0
2025-04-28,입점,아웃도어,729454.5454545454,3.0,2189681.818181818,36.0
2025-04-28,입점,여성,227863.63636363635,3.0,3082527.2727272725,23.0
2025-04-28,입점,잡화,736499.9999999999,4.0,2504500.0,6.0
2025-04-28,입점,키즈,536145.4545454546,7.0,1093518.1818181819,26.0
2025-04-28,정상,골프,744872.7272727272,5.0,2443509.090909091,17.0
2025-04-28,정상,남성,211263.63636363624,18.0,10362263.636363637,64.0
2025-04-28,정상,뷰티,19636.363636363636,1.0,266000.0,2.0
2025-04-28,정상,슈즈,1418663.6363636362,14.0,2233136.3636363633,16.0
2025-04-28,정상,스포츠,0.0,0.0,370909.09090909094,2.0
2025-04-28,정상,여성,586545.4545454545,3.0,3972545.454545453,21.0
2025-04-28,정상,잡화,4687909.090909091,34.0,6524109.09090909,53.0
2025-04-29,이월,골프,1100418.1818181816,5.0,3035718.1818181816,14.0
2025-04-29,이월,남성,4385499.999999999,20.0,14969281.818181818,104.0
2025-04-29,이월,슈즈,949218.1818181816,11.0,3121572.7272727257,34.0
2025-04-29,이월,스포츠,89999.99999999999,2.0,1219727.2727272725,15.0
2025-04-29,이월,여성,1229318.1818181814,9.0,12794727.272727273,69.0
2025-04-29,이월,잡화,4124109.090909091,29.0,9662945.454545453,63.0
2025-04-29,입점,골프,1140181.8181818181,8.0,3849250.0,33.0
2025-04-29,입점,남성,555136.3636363636,3.0,4482309.090909089,46.0
2025-04-29,입점,리빙,604727.2727272727,6.0,2992007.2727272725,24.0
2025-04-29,입점,명품,116363.63636363635,1.0,5087909.090909091,8.0
2025-04-29,입점,뷰티,875436.3636363635,9.0,1626972.7272727273,31.0
2025-04-29,입점,슈즈,230909.09090909088,2.0,-165909.09090909088,0.0
2025-04-29,입점,스포츠,455945.4545454545,7.0,1386800.0,24.0
2025-04-29,입점,아웃도어,1286363.6363636362,5.0,1895354.5454545445,24.0
2025-04-29,입점,여성,331836.36363636365,6.0,3118499.999999999,64.0
2025-04-29,입점,잡화,0.0,0.0,1112545.4545454544,14.0
2025-04-29,입점,키즈,33818.181818181816,1.0,323581.8181818182,21.0
2025-04-29,정상,골프,597054.5454545455,6.0,1319436.3636363633,7.0
2025-04-29,정상,남성,2907645.454545454,23.0,9165290.90909091,48.0
2025-04-29,정상,뷰티,29999.999999999996,1.0,95999.99999999999,2.0
2025-04-29,정상,슈즈,997836.3636363636,11.0,2337863.6363636362,14.0
2025-04-29,정상,스포츠,451818.18181818177,3.0,179090.90909090912,3.0
2025-04-29,정상,여성,2711999.9999999995,13.0,5621045.454545456,21.0
2025-04-29,정상,잡화,5727718.181818181,44.0,8824090.90909091,54.0
2025-04-30,이월,골프,585763.6363636362,5.0,2447254.545454545,24.0
2025-04-30,이월,남성,5723418.181818181,37.0,20634636.36363636,123.0
2025-04-30,이월,슈즈,1115300.0,12.0,5690354.545454544,54.0
2025-04-30,이월,스포츠,245272.7272727273,4.0,724545.4545454544,13.0
2025-04-30,이월,여성,2781363.6363636353,15.0,10999454.545454545,66.0
2025-04-30,이월,잡화,4691436.363636363,34.0,7085572.727272728,55.0
2025-04-30,입점,골프,840254.5454545454,7.0,4232009.090909091,37.0
2025-04-30,입점,남성,464190.90909090906,5.0,2605036.363636364,23.0
2025-04-30,입점,리빙,525636.3636363636,5.0,1277179.9999999998,14.0
2025-04-30,입점,명품,3162090.9090909087,6.0,6268272.727272727,13.0
2025-04-30,입점,뷰티,646636.3636363638,8.0,2172318.1818181816,34.0
2025-04-30,입점,슈즈,-143636.36363636362,-1.0,203290.90909090906,0.0
2025-04-30,입점,스포츠,120727.27272727269,3.0,1893200.0,20.0
2025-04-30,입점,아웃도어,504636.3636363636,6.0,1540781.818181818,20.0
2025-04-30,입점,여성,554090.9090909091,8.0,762940.9090909092,19.0
2025-04-30,입점,잡화,387927.2727272727,3.0,322363.63636363635,4.0
2025-04-30,입점,키즈,7454.545454545456,1.0,1064909.0909090906,22.0
2025-04-30,정상,골프,1324090.909090909,5.0,1424890.9090909087,9.0
2025-04-30,정상,남성,2923818.1818181816,21.0,11894799.999999998,70.0
2025-04-30,정상,뷰티,205090.90909090906,3.0,109090.90909090909,1.0
2025-04-30,정상,슈즈,1684663.6363636362,26.0,1981545.4545454541,14.0
2025-04-30,정상,스포츠,0.0,0.0,0.0,0.0
2025-04-30,정상,여성,1865090.9090909092,10.0,10056227.27272727,35.0
2025-04-30,정상,잡화,5231509.090909091,42.0,8346799.999999999,64.0
2025-05-01,이월,골프,366636.36363636365,2.0,5366227.272727272,29.0
2025-05-01,이월,남성,7578345.454545455,37.0,24374963.636363626,133.0
2025-05-01,이월,슈즈,2719754.545454545,21.0,3876299.9999999995,42.0
2025-05-01,이월,스포츠,293727.2727272727,5.0,1063000.0,18.0
2025-05-01,이월,여성,2761954.545454546,17.0,23287363.636363633,114.0
2025-05-01,이월,잡화,3805872.7272727275,32.0,13198509.090909092,87.0
2025-05-01,입점,골프,3638381.8181818184,11.0,5458336.363636361,55.0
2025-05-01,입점,남성,426727.2727272727,4.0,3792809.090909091,38.0
2025-05-01,입점,리빙,313672.72727272724,3.0,3199014.545454546,29.0
2025-05-01,입점,명품,1539909.0909090906,5.0,17512545.454545453,32.0
2025-05-01,입점,뷰티,699272.7272727272,11.0,2723054.5454545454,40.0
2025-05-01,입점,슈즈,364181.81818181823,2.0,1188181.818181818,7.0
2025-05-01,입점,스포츠,429727.2727272727,6.0,2717709.090909091,40.0
2025-05-01,입점,아웃도어,313090.90909090906,4.0,3712227.2727272725,42.0
2025-05-01,입점,여성,2650909.0909090913,34.0,3993845.454545455,51.0
2025-05-01,입점,잡화,61818.181818181816,1.0,559454.5454545454,8.0
2025-05-01,입점,키즈,35454.54545454545,1.0,1050318.1818181816,19.0
2025-05-01,정상,골프,1417227.2727272725,9.0,1554963.636363636,15.0
2025-05-01,정상,남성,3965454.545454546,17.0,11087927.27272727,66.0
2025-05-01,정상,뷰티,51272.727272727265,2.0,43636.36363636363,2.0
2025-05-01,정상,슈즈,3011299.9999999995,30.0,3765554.5454545454,33.0
2025-05-01,정상,스포츠,0.0,0.0,71818.18181818181,1.0
2025-05-01,정상,여성,2672636.3636363633,7.0,12741136.363636361,49.0
2025-05-01,정상,잡화,4501745.454545455,34.0,10987127.272727275,65.0
2025-05-02,이월,골프,634309.0909090908,2.0,4042072.7272727275,13.0
2025-05-02,이월,남성,5233881.818181817,25.0,16393590.909090912,94.0
2025-05-02,이월,슈즈,2667063.6363636362,19.0,4193327.272727273,41.0
2025-05-02,이월,스포츠,517454.54545454547,8.0,1117000.0,13.0
2025-05-02,이월,여성,2013818.181818182,4.0,6442136.363636365,41.0
2025-05-02,이월,잡화,5484945.454545454,38.0,9530454.545454547,56.0
2025-05-02,입점,골프,23109.090909090883,1.0,2093490.9090909087,21.0
2025-05-02,입점,남성,483909.0909090909,4.0,1143600.0,12.0
2025-05-02,입점,리빙,814636.3636363635,6.0,2298927.2727272725,13.0
2025-05-02,입점,명품,1034363.6363636362,4.0,-5221909.090909089,5.0
2025-05-02,입점,뷰티,803090.909090909,16.0,3466699.9999999986,64.0
2025-05-02,입점,슈즈,373636.3636363636,3.0,1443818.1818181816,7.0
2025-05-02,입점,스포츠,291181.8181818181,3.0,478454.5454545455,7.0
2025-05-02,입점,아웃도어,577509.0909090908,5.0,2181345.4545454546,23.0
2025-05-02,입점,여성,-132545.4545454546,10.0,235418.18181818177,13.0
2025-05-02,입점,잡화,266363.63636363635,3.0,238727.27272727265,4.0
2025-05-02,입점,키즈,0.0,0.0,696181.8181818181,10.0
2025-05-02,정상,골프,677272.7272727273,5.0,2893172.7272727275,11.0
2025-05-02,정상,남성,2601318.1818181816,17.0,6049045.454545453,41.0
2025-05-02,정상,뷰티,89454.54545454544,3.0,0.0,0.0
2025-05-02,정상,슈즈,2075936.3636363633,22.0,1023718.1818181816,11.0
2025-05-02,정상,스포츠,0.0,0.0,90000.0,1.0
2025-05-02,정상,여성,3858272.727272727,11.0,2660590.9090909082,19.0
2025-05-02,정상,잡화,4436390.909090909,30.0,8431145.454545453,58.0
2025-05-03,이월,골프,2159645.4545454546,13.0,4026545.4545454537,24.0
2025-05-03,이월,남성,5713072.7272727275,23.0,20733300.0,97.0
2025-05-03,이월,슈즈,2436681.8181818174,23.0,2989272.7272727266,28.0
2025-05-03,이월,스포츠,101181.81818181818,1.0,613909.0909090908,11.0
2025-05-03,이월,여성,3174545.4545454537,15.0,26087090.909090918,101.0
2025-05-03,이월,잡화,3894709.090909091,33.0,8613418.18181818,63.0
2025-05-03,입점,골프,2092354.5454545452,17.0,4856581.818181818,52.0
2025-05-03,입점,남성,573000.0,5.0,2730672.727272726,30.0
2025-05-03,입점,리빙,510472.7272727272,7.0,1216545.4545454541,17.0
2025-05-03,입점,명품,1453636.3636363633,5.0,4307272.727272727,12.0
2025-05-03,입점,뷰티,1133727.2727272727,16.0,2808627.272727273,27.0
2025-05-03,입점,슈즈,0.0,0.0,329518.18181818177,4.0
2025-05-03,입점,스포츠,713090.909090909,8.0,1093090.909090909,13.0
2025-05-03,입점,아웃도어,515000.0,3.0,2895272.727272727,38.0
2025-05-03,입점,여성,1189545.4545454546,18.0,3060399.999999999,43.0
2025-05-03,입점,잡화,28181.81818181818,1.0,1114409.0909090908,10.0
2025-05-03,입점,키즈,261754.5454545454,2.0,794781.8181818181,15.0
2025-05-03,정상,골프,593181.8181818181,3.0,1856145.4545454541,8.0
2025-05-03,정상,남성,2014500.0,13.0,8372909.090909089,49.0
2025-05-03,정상,뷰티,157090.90909090906,3.0,78181.81818181818,1.0
2025-05-03,정상,슈즈,1094936.3636363635,15.0,893436.3636363636,9.0
2025-05-03,정상,스포츠,0.0,0.0,153636.36363636362,1.0
2025-05-03,정상,여성,1895136.3636363638,7.0,10080727.272727273,38.0
2025-05-03,정상,잡화,3189009.0909090904,22.0,8002418.181818182,58.0
2025-05-04,이월,골프,769299.9999999999,5.0,2990381.818181818,16.0
2025-05-04,이월,남성,3132863.6363636353,23.0,17992581.81818182,105.0
2025-05-04,이월,슈즈,1497272.727272727,13.0,3315572.727272727,32.0
2025-05-04,이월,스포츠,579181.8181818181,9.0,828090.9090909091,14.0
2025-05-04,이월,여성,5751000.0,22.0,18710545.454545446,85.0
2025-05-04,이월,잡화,3504709.09090909,29.0,8958563.636363637,70.0
2025-05-04,입점,골프,697736.3636363635,7.0,5449863.636363636,44.0
2025-05-04,입점,남성,238454.54545454535,2.0,1969154.5454545454,29.0
2025-05-04,입점,리빙,369818.18181818177,7.0,627454.5454545454,11.0
2025-05-04,입점,명품,2192636.3636363633,4.0,11797636.363636361,15.0
2025-05-04,입점,뷰티,1232090.9090909092,12.0,2417490.909090909,28.0
2025-05-04,입점,슈즈,270909.0909090909,2.0,490090.90909090906,3.0
2025-05-04,입점,스포츠,311545.45454545453,6.0,1709945.4545454544,17.0
2025-05-04,입점,아웃도어,119727.27272727274,3.0,3751399.9999999995,50.0
2025-05-04,입점,여성,447090.9090909091,4.0,2144309.090909091,37.0
2025-05-04,입점,잡화,0.0,0.0,3364972.727272727,8.0
2025-05-04,입점,키즈,135727.2727272727,2.0,869454.5454545454,16.0
2025-05-04,정상,골프,618363.6363636364,3.0,1739790.9090909087,10.0
2025-05-04,정상,남성,1227545.4545454544,11.0,8094045.454545454,50.0
2025-05-04,정상,뷰티,30545.454545454544,1.0,78181.81818181818,1.0
2025-05-04,정상,슈즈,2929718.1818181816,25.0,1580618.1818181819,18.0
2025-05-04,정상,스포츠,0.0,0.0,0.0,0.0
2025-05-04,정상,여성,977999.9999999999,5.0,9366954.545454547,36.0
2025-05-04,정상,잡화,2717472.727272727,20.0,8829699.999999998,63.0
2025-05-05,이월,골프,701545.4545454545,6.0,3950681.818181818,23.0
2025-05-05,이월,남성,4062590.9090909096,32.0,19724472.727272727,104.0
2025-05-05,이월,슈즈,1622636.3636363635,16.0,3158781.818181819,31.0
2025-05-05,이월,스포츠,343181.8181818182,4.0,1008272.7272727273,8.0
2025-05-05,이월,여성,3055272.7272727266,12.0,18824999.999999996,75.0
2025-05-05,이월,잡화,1359563.6363636362,11.0,13258490.909090906,76.0
2025-05-05,입점,골프,659663.6363636362,7.0,8293899.999999999,62.0
2025-05-05,입점,남성,250090.90909090906,3.0,2758681.818181818,40.0
2025-05-05,입점,리빙,267636.36363636365,3.0,1174370.9090909092,21.0
2025-05-05,입점,명품,355454.5454545454,1.0,4372818.181818182,13.0
2025-05-05,입점,뷰티,1242272.727272727,19.0,3656259.0909090904,40.0
2025-05-05,입점,슈즈,218181.81818181818,1.0,608509.0909090909,6.0
2025-05-05,입점,스포츠,9090.909090909103,0.0,1370818.1818181816,20.0
2025-05-05,입점,아웃도어,1237172.7272727273,10.0,10204554.545454545,63.0
2025-05-05,입점,여성,754636.3636363635,11.0,3510909.0909090904,53.0
2025-05-05,입점,잡화,59027.27272727272,2.0,1729690.909090909,12.0
2025-05-05,입점,키즈,-49545.454545454544,0.0,943499.9999999999,11.0
2025-05-05,정상,골프,988363.6363636364,7.0,2176281.8181818184,15.0
2025-05-05,정상,남성,1083318.1818181819,5.0,8719245.454545455,45.0
2025-05-05,정상,뷰티,167272.72727272726,4.0,29999.999999999996,1.0
2025-05-05,정상,슈즈,2602554.5454545454,26.0,1183781.8181818181,14.0
2025-05-05,정상,스포츠,0.0,0.0,-108181.81818181818,-1.0
2025-05-05,정상,여성,1364818.1818181816,6.0,4175227.272727272,20.0
2025-05-05,정상,잡화,2817072.727272727,22.0,9263063.636363637,51.0
2025-05-06,이월,골프,883999.9999999999,7.0,5528300.0,30.0
2025-05-06,이월,남성,1831763.6363636362,16.0,21477963.636363633,119.0
2025-05-06,이월,슈즈,1468318.1818181816,12.0,1434709.0909090904,18.0
2025-05-06,이월,스포츠,-27272.727272727265,0.0,840545.4545454546,12.0
2025-05-06,이월,여성,1473409.0909090906,8.0,23106181.818181828,91.0
2025-05-06,이월,잡화,1696272.7272727273,13.0,11588454.545454545,73.0
2025-05-06,입점,골프,1780190.9090909087,12.0,8386654.545454548,76.0
2025-05-06,입점,남성,265327.2727272727,5.0,5157843.636363634,34.0
2025-05-06,입점,리빙,125454.54545454544,1.0,2111465.454545454,24.0
2025-05-06,입점,명품,1357272.727272727,2.0,11108636.363636363,13.0
2025-05-06,입점,뷰티,1124636.3636363635,13.0,3597618.1818181807,64.0
2025-05-06,입점,슈즈,43209.090909090904,1.0,267681.8181818182,3.0
2025-05-06,입점,스포츠,432545.45454545453,6.0,2816563.6363636367,31.0
2025-05-06,입점,아웃도어,1185727.2727272725,4.0,10899845.454545448,86.0
2025-05-06,입점,여성,470136.36363636365,7.0,3136972.727272726,42.0
2025-05-06,입점,잡화,200281.81818181818,5.0,660454.5454545453,9.0
2025-05-06,입점,키즈,24545.454545454544,1.0,1552372.727272727,27.0
2025-05-06,정상,골프,116963.63636363635,1.0,2878827.272727272,18.0
2025-05-06,정상,남성,2930636.3636363638,14.0,12569409.090909084,66.0
